time,tavg,tmin,tmax,prcp,season
25-01-1999,14.9,,20.4,,winter
26-01-1999,13.6,,20.2,,winter
27-01-1999,15.7,7.7,24.4,,winter
28-01-1999,13.4,,17.2,5.1,winter
29-01-1999,12.2,,16.7,7.9,winter
30-01-1999,11.3,7.6,16.5,0.0,winter
31-01-1999,12.7,6.7,19.6,,winter
01-02-1999,12.8,6.6,20.6,,winter
02-02-1999,13.3,6.0,22.4,,winter
03-02-1999,14.3,7.5,22.4,,winter
04-02-1999,12.2,,19.6,,winter
05-02-1999,11.8,4.5,19.6,,winter
06-02-1999,13.1,7.8,20.6,,winter
07-02-1999,13.9,,,,winter
08-02-1999,12.6,10.2,14.4,0.3,winter
09-02-1999,16.3,9.4,23.7,0.0,winter
10-02-1999,16.6,10.0,25.6,,winter
11-02-1999,17.6,11.8,26.6,,winter
12-02-1999,18.6,13.0,25.5,,winter
13-02-1999,19.3,13.0,26.3,,winter
14-02-1999,19.3,12.2,26.6,,winter
15-02-1999,18.1,11.5,25.5,,winter
16-02-1999,18.2,11.0,25.0,,winter
17-02-1999,18.8,13.4,,,winter
18-02-1999,21.3,14.3,27.8,,winter
19-02-1999,20.5,13.7,27.8,,winter
20-02-1999,18.1,12.6,25.0,,winter
21-02-1999,18.5,12.2,26.0,,winter
22-02-1999,18.7,12.7,25.8,,winter
23-02-1999,18.5,13.4,25.4,,winter
24-02-1999,20.5,13.7,27.2,,winter
25-02-1999,19.1,13.8,25.0,,winter
26-02-1999,17.3,11.2,25.0,,winter
27-02-1999,17.0,9.5,25.4,,winter
28-02-1999,18.1,10.4,25.7,,winter
01-03-1999,18.5,10.4,27.0,,spring
02-03-1999,20.6,12.5,28.8,,spring
03-03-1999,21.3,14.2,,,spring
04-03-1999,22.9,13.9,34.8,,spring
05-03-1999,24.0,16.2,32.7,,spring
06-03-1999,24.6,16.5,32.6,,spring
07-03-1999,25.3,17.0,33.6,,spring
08-03-1999,24.5,17.0,34.0,,spring
09-03-1999,23.6,17.6,29.7,,spring
10-03-1999,21.1,14.6,28.4,,spring
11-03-1999,22.0,15.0,29.0,,spring
12-03-1999,19.9,12.8,27.0,,spring
13-03-1999,21.6,13.0,27.5,,spring
14-03-1999,21.9,13.6,28.8,,spring
15-03-1999,20.9,13.8,29.6,,spring
16-03-1999,23.5,12.1,32.6,,spring
17-03-1999,24.7,14.3,33.0,,spring
18-03-1999,23.8,,31.0,,spring
19-03-1999,22.3,13.3,31.7,,spring
20-03-1999,22.9,13.1,32.0,,spring
21-03-1999,21.1,14.0,26.8,,spring
22-03-1999,21.3,13.5,28.6,,spring
23-03-1999,23.2,14.4,32.2,,spring
24-03-1999,25.9,16.0,35.0,,spring
25-03-1999,27.1,20.0,34.4,,spring
26-03-1999,25.5,18.5,32.2,,spring
27-03-1999,25.6,18.3,32.2,,spring
28-03-1999,27.4,20.5,34.9,,spring
29-03-1999,27.1,18.5,36.7,,spring
30-03-1999,26.7,18.0,38.2,,spring
31-03-1999,28.7,19.8,38.3,,spring
01-04-1999,28.3,20.0,38.5,,spring
02-04-1999,28.8,19.6,37.4,,spring
03-04-1999,28.3,20.8,35.7,,spring
04-04-1999,27.8,17.8,33.3,,spring
05-04-1999,26.6,19.5,35.6,,spring
06-04-1999,28.6,19.0,,,spring
07-04-1999,29.2,21.9,38.6,,spring
08-04-1999,27.1,20.8,,,spring
09-04-1999,29.2,21.3,38.0,,spring
10-04-1999,30.7,20.0,41.4,,spring
11-04-1999,31.3,20.9,40.6,,spring
12-04-1999,29.2,22.8,38.6,,spring
13-04-1999,29.9,22.8,38.0,,spring
14-04-1999,27.2,,35.4,,spring
15-04-1999,28.9,,35.2,,spring
16-04-1999,27.0,18.5,35.6,,spring
17-04-1999,28.4,20.0,38.2,,spring
18-04-1999,29.9,22.2,,,spring
19-04-1999,30.4,22.0,40.0,,spring
20-04-1999,29.2,19.7,,,spring
21-04-1999,29.5,21.7,,,spring
22-04-1999,31.8,22.2,40.4,,spring
23-04-1999,31.4,,,,spring
24-04-1999,29.4,22.6,,,spring
25-04-1999,33.3,,41.6,,spring
26-04-1999,30.6,22.2,,,spring
27-04-1999,31.3,22.1,41.4,,spring
28-04-1999,32.6,22.0,42.4,,spring
29-04-1999,,,,,spring
30-04-1999,,,,,spring
01-05-1999,36.0,26.8,,,spring
02-05-1999,34.4,,44.2,,spring
03-05-1999,36.7,25.1,44.2,,spring
04-05-1999,35.3,,43.2,,spring
05-05-1999,36.9,29.4,43.5,,spring
06-05-1999,33.5,28.5,42.2,,spring
07-05-1999,35.4,28.4,42.4,,spring
08-05-1999,34.6,27.7,39.9,,spring
09-05-1999,32.8,26.0,39.8,,spring
10-05-1999,31.3,27.0,37.7,0.0,spring
11-05-1999,31.0,24.6,37.7,0.3,spring
12-05-1999,27.9,,38.0,0.0,spring
13-05-1999,28.7,22.3,35.0,7.1,spring
14-05-1999,30.9,24.3,37.3,0.0,spring
15-05-1999,29.9,23.0,36.8,,spring
16-05-1999,32.5,25.0,39.0,,spring
17-05-1999,33.6,28.5,40.8,,spring
18-05-1999,34.8,28.7,42.1,,spring
19-05-1999,34.3,28.0,42.0,,spring
20-05-1999,32.1,,39.4,0.0,spring
21-05-1999,30.9,26.2,35.5,,spring
22-05-1999,31.5,27.1,39.0,0.0,spring
23-05-1999,31.3,,36.6,7.9,spring
24-05-1999,28.1,24.5,,0.0,spring
25-05-1999,33.2,24.6,39.0,,spring
26-05-1999,33.6,24.6,41.2,,spring
27-05-1999,33.7,24.6,42.6,,spring
28-05-1999,34.0,24.0,42.5,,spring
29-05-1999,35.2,27.6,42.0,,spring
30-05-1999,35.1,29.3,41.2,,spring
31-05-1999,31.3,,40.6,,spring
01-06-1999,30.6,24.6,36.3,,summer
02-06-1999,28.0,,38.4,,summer
03-06-1999,30.1,,35.2,,summer
04-06-1999,28.6,,35.0,,summer
05-06-1999,31.8,23.0,37.6,,summer
06-06-1999,32.9,25.9,39.0,,summer
07-06-1999,35.0,26.8,40.8,,summer
08-06-1999,35.4,29.3,41.4,,summer
09-06-1999,37.6,,42.2,,summer
10-06-1999,34.9,,41.2,,summer
11-06-1999,34.0,28.5,39.6,,summer
12-06-1999,29.7,22.6,37.0,30.0,summer
13-06-1999,32.8,27.0,38.2,0.0,summer
14-06-1999,34.2,28.8,39.2,,summer
15-06-1999,36.1,30.0,41.1,,summer
16-06-1999,35.1,29.6,40.0,,summer
17-06-1999,30.8,,35.0,,summer
18-06-1999,33.6,27.7,,,summer
19-06-1999,34.6,29.7,38.6,,summer
20-06-1999,33.6,29.8,37.7,,summer
21-06-1999,30.4,,37.8,,summer
22-06-1999,32.3,26.0,39.4,,summer
23-06-1999,32.4,,39.2,,summer
24-06-1999,35.2,29.0,39.6,,summer
25-06-1999,35.3,31.8,39.0,,summer
26-06-1999,35.9,31.6,40.6,,summer
27-06-1999,33.1,,,,summer
28-06-1999,28.4,24.4,31.4,22.1,summer
29-06-1999,31.2,26.5,36.2,2.0,summer
30-06-1999,33.4,28.4,38.4,0.0,summer
01-07-1999,34.3,30.6,38.2,,summer
02-07-1999,34.4,31.3,38.8,,summer
03-07-1999,34.1,31.6,37.8,,summer
04-07-1999,32.6,,39.2,,summer
05-07-1999,29.8,,37.2,0.0,summer
06-07-1999,31.9,27.3,38.2,5.1,summer
07-07-1999,32.8,28.0,39.0,0.0,summer
08-07-1999,34.0,29.5,38.8,,summer
09-07-1999,33.4,,40.5,,summer
10-07-1999,35.9,30.0,41.0,,summer
11-07-1999,33.8,,,,summer
12-07-1999,31.6,27.0,36.7,,summer
13-07-1999,33.1,28.8,38.2,,summer
14-07-1999,33.7,28.4,38.8,,summer
15-07-1999,34.2,28.8,39.1,,summer
16-07-1999,33.6,,38.5,,summer
17-07-1999,32.4,29.0,37.0,,summer
18-07-1999,26.9,26.0,,3.0,summer
19-07-1999,28.1,26.4,32.2,27.9,summer
20-07-1999,27.7,26.7,,9.9,summer
21-07-1999,27.3,,31.4,22.1,summer
22-07-1999,27.9,25.5,33.4,17.0,summer
23-07-1999,27.7,,32.8,0.8,summer
24-07-1999,29.6,26.7,34.0,23.1,summer
25-07-1999,29.7,27.5,33.6,0.5,summer
26-07-1999,32.7,27.0,36.5,0.0,summer
27-07-1999,30.1,,32.8,,summer
28-07-1999,27.3,26.4,28.2,,summer
29-07-1999,28.1,25.4,33.7,,summer
30-07-1999,28.3,26.2,,,summer
31-07-1999,29.5,26.6,33.0,,summer
01-08-1999,30.6,27.2,34.8,,summer
02-08-1999,31.7,27.2,36.0,,summer
03-08-1999,30.1,25.7,33.7,0.8,summer
04-08-1999,31.2,,,0.0,summer
05-08-1999,29.7,,,,summer
06-08-1999,29.7,26.1,33.7,,summer
07-08-1999,31.8,26.6,35.8,,summer
08-08-1999,31.2,28.8,34.7,,summer
09-08-1999,29.4,27.7,31.6,,summer
10-08-1999,30.1,27.4,,0.0,summer
11-08-1999,29.4,,33.3,2.0,summer
12-08-1999,29.9,25.0,33.1,26.9,summer
13-08-1999,30.5,27.5,34.8,0.5,summer
14-08-1999,31.7,27.6,35.6,0.0,summer
15-08-1999,32.3,27.7,37.0,,summer
16-08-1999,31.7,28.0,,,summer
17-08-1999,29.6,26.2,33.6,0.5,summer
18-08-1999,28.8,,35.0,0.3,summer
19-08-1999,30.2,26.5,,2.0,summer
20-08-1999,30.0,26.6,33.8,0.0,summer
21-08-1999,32.6,,36.2,,summer
22-08-1999,32.9,28.8,36.9,,summer
23-08-1999,32.4,29.0,36.7,,summer
24-08-1999,32.3,28.4,37.0,,summer
25-08-1999,32.8,28.5,37.4,,summer
26-08-1999,32.7,28.2,37.0,,summer
27-08-1999,30.5,23.2,35.2,7.1,summer
28-08-1999,30.9,27.2,35.8,0.0,summer
29-08-1999,31.8,28.0,36.0,,summer
30-08-1999,31.3,26.6,36.3,,summer
31-08-1999,31.8,27.0,37.0,,summer
01-09-1999,30.2,,35.3,,autumn
02-09-1999,30.2,25.9,35.3,0.0,autumn
03-09-1999,29.4,,35.2,,autumn
04-09-1999,30.4,25.7,34.8,,autumn
05-09-1999,26.8,,32.4,,autumn
06-09-1999,24.9,24.0,25.6,,autumn
07-09-1999,25.8,24.0,27.3,,autumn
08-09-1999,27.1,25.2,31.2,3.0,autumn
09-09-1999,27.3,25.0,31.5,7.1,autumn
10-09-1999,26.3,,30.4,0.0,autumn
11-09-1999,27.3,24.6,31.0,,autumn
12-09-1999,28.5,25.0,32.6,,autumn
13-09-1999,28.7,26.0,33.7,,autumn
14-09-1999,28.9,,,,autumn
15-09-1999,30.0,25.5,34.0,,autumn
16-09-1999,31.3,27.2,36.0,,autumn
17-09-1999,31.0,27.3,35.4,,autumn
18-09-1999,31.1,,35.6,,autumn
19-09-1999,28.6,,32.6,,autumn
20-09-1999,29.7,25.2,35.0,,autumn
21-09-1999,30.8,25.5,35.7,,autumn
22-09-1999,30.7,26.3,36.8,,autumn
23-09-1999,29.3,,34.2,0.0,autumn
24-09-1999,28.5,25.6,33.0,0.0,autumn
25-09-1999,30.5,25.0,35.3,,autumn
26-09-1999,31.3,25.9,36.6,,autumn
27-09-1999,28.6,26.0,33.6,,autumn
28-09-1999,29.4,25.0,34.2,0.0,autumn
29-09-1999,29.9,25.6,34.6,0.0,autumn
30-09-1999,28.2,,34.4,,autumn
01-10-1999,28.2,22.4,32.6,,autumn
02-10-1999,26.7,,32.6,,autumn
03-10-1999,25.9,22.2,29.4,0.0,autumn
04-10-1999,26.3,23.0,30.0,0.0,autumn
05-10-1999,27.6,24.0,31.6,,autumn
06-10-1999,26.6,,31.9,,autumn
07-10-1999,26.1,22.0,32.0,0.0,autumn
08-10-1999,26.4,,34.4,0.0,autumn
09-10-1999,26.8,20.4,34.4,0.0,autumn
10-10-1999,26.9,20.3,35.4,0.0,autumn
11-10-1999,27.3,20.7,34.6,0.0,autumn
12-10-1999,27.3,19.7,33.8,0.0,autumn
13-10-1999,25.7,19.5,33.4,0.0,autumn
14-10-1999,23.9,17.2,,0.0,autumn
15-10-1999,24.6,18.0,32.8,0.0,autumn
16-10-1999,24.6,16.7,33.4,0.0,autumn
17-10-1999,24.4,17.6,32.8,0.0,autumn
18-10-1999,23.9,18.2,,0.0,autumn
19-10-1999,26.6,,33.7,,autumn
20-10-1999,24.2,18.4,32.2,0.0,autumn
21-10-1999,25.1,17.6,32.6,0.0,autumn
22-10-1999,23.7,18.0,33.1,0.0,autumn
23-10-1999,24.3,18.0,32.2,0.0,autumn
24-10-1999,25.1,,32.6,0.0,autumn
25-10-1999,24.3,17.4,32.0,0.0,autumn
26-10-1999,24.4,18.4,32.8,0.0,autumn
27-10-1999,24.7,,33.2,0.0,autumn
28-10-1999,24.6,17.3,32.8,0.0,autumn
29-10-1999,21.8,17.4,33.7,0.0,autumn
30-10-1999,24.2,16.6,33.3,0.0,autumn
31-10-1999,24.7,17.0,35.0,0.0,autumn
01-11-1999,24.1,17.2,33.3,0.0,autumn
02-11-1999,23.6,16.9,32.3,0.0,autumn
03-11-1999,23.3,16.5,32.0,0.0,autumn
04-11-1999,23.8,16.2,33.8,0.0,autumn
05-11-1999,23.7,16.3,33.0,0.0,autumn
06-11-1999,24.5,17.1,33.6,0.0,autumn
07-11-1999,22.2,,30.0,0.0,autumn
08-11-1999,20.0,12.8,28.5,0.0,autumn
09-11-1999,18.2,12.4,27.0,0.0,autumn
10-11-1999,19.5,10.8,29.4,0.0,autumn
11-11-1999,20.6,11.3,30.3,,autumn
12-11-1999,20.4,,30.0,0.0,autumn
13-11-1999,23.1,11.5,30.2,0.0,autumn
14-11-1999,22.4,15.4,30.0,0.0,autumn
15-11-1999,20.1,15.8,30.0,0.0,autumn
16-11-1999,19.4,12.7,28.5,0.0,autumn
17-11-1999,19.5,10.6,28.9,0.0,autumn
18-11-1999,18.8,10.4,28.2,0.0,autumn
19-11-1999,16.8,9.6,28.0,0.0,autumn
20-11-1999,16.2,9.6,28.4,0.0,autumn
21-11-1999,17.2,9.6,27.8,0.0,autumn
22-11-1999,18.4,9.9,28.6,0.0,autumn
23-11-1999,19.3,9.9,28.2,0.0,autumn
24-11-1999,19.6,13.4,26.0,0.0,autumn
25-11-1999,18.6,,26.4,0.0,autumn
26-11-1999,17.9,10.2,26.5,0.0,autumn
27-11-1999,17.7,10.1,25.6,0.0,autumn
28-11-1999,17.6,9.9,27.6,0.0,autumn
29-11-1999,17.4,9.2,27.4,0.0,autumn
30-11-1999,18.1,,28.0,0.0,autumn
01-12-1999,16.7,9.8,26.9,0.0,winter
02-12-1999,16.9,9.8,26.7,0.0,winter
03-12-1999,17.0,9.7,,0.0,winter
04-12-1999,15.7,9.2,,0.0,winter
05-12-1999,15.9,9.4,24.9,0.0,winter
06-12-1999,15.6,8.5,25.0,0.0,winter
07-12-1999,17.2,,22.4,,winter
08-12-1999,13.7,10.1,21.0,0.0,winter
09-12-1999,14.6,8.0,,0.0,winter
10-12-1999,16.1,9.5,23.0,0.0,winter
11-12-1999,15.4,,24.6,0.0,winter
12-12-1999,14.8,7.2,24.6,,winter
13-12-1999,12.9,7.2,24.7,0.0,winter
14-12-1999,12.3,6.0,24.8,0.0,winter
15-12-1999,13.6,6.3,,0.0,winter
16-12-1999,15.8,7.7,26.0,0.0,winter
17-12-1999,14.1,6.6,25.3,0.0,winter
18-12-1999,13.5,6.6,24.6,0.0,winter
19-12-1999,11.8,6.3,23.7,0.0,winter
20-12-1999,15.1,6.0,23.6,0.0,winter
21-12-1999,11.8,,,0.0,winter
22-12-1999,13.7,5.0,22.0,0.0,winter
23-12-1999,13.6,9.4,,0.0,winter
24-12-1999,12.9,,,0.0,winter
25-12-1999,9.5,,21.3,0.0,winter
26-12-1999,12.9,5.0,22.6,0.0,winter
27-12-1999,12.6,6.2,21.0,0.0,winter
28-12-1999,11.8,6.8,20.2,0.0,winter
29-12-1999,11.1,5.0,20.5,0.0,winter
30-12-1999,11.3,3.8,21.0,0.0,winter
31-12-1999,10.2,3.4,18.7,0.0,winter
01-01-2000,11.1,5.6,19.5,0.0,winter
02-01-2000,10.6,7.7,18.8,0.0,winter
03-01-2000,9.4,6.6,19.2,0.0,winter
04-01-2000,8.7,,,0.0,winter
05-01-2000,9.5,5.0,15.8,0.0,winter
06-01-2000,10.2,,16.6,0.0,winter
07-01-2000,9.6,4.2,17.1,0.0,winter
08-01-2000,12.4,6.1,17.5,0.0,winter
09-01-2000,12.3,9.8,14.7,,winter
10-01-2000,14.0,9.8,19.2,0.0,winter
11-01-2000,14.6,8.1,25.2,0.0,winter
12-01-2000,16.4,13.7,21.5,3.0,winter
13-01-2000,15.3,,19.2,14.0,winter
14-01-2000,13.1,,20.0,0.0,winter
15-01-2000,11.3,4.6,17.2,,winter
16-01-2000,10.7,4.9,16.6,,winter
17-01-2000,12.2,5.0,18.8,,winter
18-01-2000,15.0,8.0,21.5,,winter
19-01-2000,15.3,8.5,22.6,,winter
20-01-2000,15.1,,23.2,,winter
21-01-2000,17.9,8.4,24.4,,winter
22-01-2000,13.9,,21.1,,winter
23-01-2000,15.3,,23.2,,winter
24-01-2000,14.4,8.2,,,winter
25-01-2000,15.0,9.5,22.2,,winter
26-01-2000,15.6,,21.2,10.9,winter
27-01-2000,14.2,10.5,18.4,0.0,winter
28-01-2000,14.7,9.7,20.4,,winter
29-01-2000,15.2,9.3,22.2,,winter
30-01-2000,15.5,9.3,24.1,,winter
31-01-2000,17.6,,23.0,,winter
01-02-2000,16.1,,22.4,,winter
02-02-2000,16.2,10.6,20.6,,winter
03-02-2000,16.0,9.0,23.7,,winter
04-02-2000,16.4,10.2,23.7,,winter
05-02-2000,13.3,,16.4,,winter
06-02-2000,13.8,9.6,18.2,,winter
07-02-2000,12.7,9.7,17.2,,winter
08-02-2000,11.3,8.7,18.0,,winter
09-02-2000,13.7,7.3,21.2,,winter
10-02-2000,15.2,8.5,21.3,,winter
11-02-2000,12.4,,15.9,34.0,winter
12-02-2000,12.2,8.0,18.5,0.0,winter
13-02-2000,12.1,6.7,18.4,,winter
14-02-2000,13.4,7.0,19.4,,winter
15-02-2000,14.3,8.3,22.2,,winter
16-02-2000,15.0,7.6,23.6,,winter
17-02-2000,16.0,8.6,24.3,,winter
18-02-2000,16.0,,22.2,,winter
19-02-2000,14.2,6.6,22.5,,winter
20-02-2000,16.4,7.5,24.6,,winter
21-02-2000,17.6,,23.6,0.0,winter
22-02-2000,15.9,9.7,22.7,,winter
23-02-2000,15.1,8.0,23.7,,winter
24-02-2000,16.7,10.1,22.7,,winter
25-02-2000,15.3,,22.9,,winter
26-02-2000,15.0,8.0,24.6,,winter
27-02-2000,17.9,,26.1,,winter
28-02-2000,19.4,10.5,27.4,,winter
29-02-2000,20.4,12.9,28.2,,winter
01-03-2000,20.1,14.6,27.4,,spring
02-03-2000,18.1,,28.6,,spring
03-03-2000,20.6,11.5,29.6,,spring
04-03-2000,23.7,15.0,30.0,,spring
05-03-2000,20.3,15.5,25.5,,spring
06-03-2000,18.4,12.5,26.0,,spring
07-03-2000,20.2,10.5,28.4,,spring
08-03-2000,19.7,13.6,25.8,,spring
09-03-2000,19.7,13.0,26.5,,spring
10-03-2000,21.7,13.0,29.9,,spring
11-03-2000,22.6,13.5,30.6,,spring
12-03-2000,21.4,,29.1,,spring
13-03-2000,19.3,14.5,,,spring
14-03-2000,19.6,12.9,26.6,,spring
15-03-2000,20.7,13.5,27.8,,spring
16-03-2000,22.0,14.2,30.8,,spring
17-03-2000,23.6,14.7,32.8,,spring
18-03-2000,22.6,15.5,29.4,,spring
19-03-2000,20.6,13.5,28.2,,spring
20-03-2000,21.2,12.5,28.5,,spring
21-03-2000,21.0,12.2,28.5,,spring
22-03-2000,22.1,15.3,29.8,3.0,spring
23-03-2000,20.4,,,0.0,spring
24-03-2000,20.7,13.7,26.8,,spring
25-03-2000,21.8,14.4,28.7,,spring
26-03-2000,24.2,15.0,31.4,,spring
27-03-2000,24.2,15.7,33.4,,spring
28-03-2000,26.1,16.3,34.8,,spring
29-03-2000,26.3,17.3,36.0,,spring
30-03-2000,27.8,18.4,37.4,,spring
31-03-2000,29.3,18.8,38.4,,spring
01-04-2000,28.3,21.0,35.4,,spring
02-04-2000,26.3,19.2,32.4,,spring
03-04-2000,26.2,18.0,34.9,,spring
04-04-2000,26.9,,36.5,,spring
05-04-2000,27.8,17.0,36.7,,spring
06-04-2000,27.0,19.5,35.0,,spring
07-04-2000,26.9,17.0,36.8,,spring
08-04-2000,29.8,18.5,37.6,,spring
09-04-2000,28.4,21.1,35.7,,spring
10-04-2000,28.3,20.7,37.1,,spring
11-04-2000,28.9,19.5,38.7,,spring
12-04-2000,29.7,19.3,39.9,,spring
13-04-2000,32.0,20.6,40.8,,spring
14-04-2000,30.7,23.2,,,spring
15-04-2000,29.6,23.7,36.5,,spring
16-04-2000,29.6,23.8,38.4,,spring
17-04-2000,31.5,24.3,40.0,,spring
18-04-2000,32.3,22.8,41.4,,spring
19-04-2000,33.6,24.0,42.6,,spring
20-04-2000,34.9,,41.6,,spring
21-04-2000,34.2,,41.0,,spring
22-04-2000,32.1,23.6,,,spring
23-04-2000,31.2,26.9,36.0,,spring
24-04-2000,31.6,25.4,,,spring
25-04-2000,33.8,26.0,40.8,,spring
26-04-2000,32.9,,,,spring
27-04-2000,31.4,,39.2,,spring
28-04-2000,32.2,25.0,39.6,0.0,spring
29-04-2000,32.4,25.0,40.0,,spring
30-04-2000,32.8,23.0,41.0,,spring
01-05-2000,32.6,22.6,41.0,,spring
02-05-2000,33.3,25.6,42.6,,spring
03-05-2000,32.8,24.0,40.6,,spring
04-05-2000,33.6,28.0,39.6,,spring
05-05-2000,31.3,,38.3,,spring
06-05-2000,29.2,23.2,35.5,4.1,spring
07-05-2000,26.2,21.4,31.4,3.0,spring
08-05-2000,30.8,21.5,36.5,0.5,spring
09-05-2000,32.8,25.6,39.0,0.0,spring
10-05-2000,34.2,27.4,40.5,,spring
11-05-2000,35.1,28.7,40.8,,spring
12-05-2000,33.1,,40.4,,spring
13-05-2000,28.0,25.2,32.0,,spring
14-05-2000,32.0,25.3,37.4,,spring
15-05-2000,35.3,29.4,39.8,,spring
16-05-2000,35.6,29.8,40.4,,spring
17-05-2000,36.0,30.5,40.8,,spring
18-05-2000,36.1,,41.6,,spring
19-05-2000,37.1,30.2,43.3,,spring
20-05-2000,36.5,,,,spring
21-05-2000,34.2,28.4,39.9,,spring
22-05-2000,32.4,27.7,40.0,,spring
23-05-2000,33.9,28.8,40.8,,spring
24-05-2000,35.7,29.8,40.6,,spring
25-05-2000,36.5,31.2,41.8,,spring
26-05-2000,37.1,32.1,43.3,,spring
27-05-2000,35.7,,42.4,,spring
28-05-2000,37.9,34.0,42.4,,spring
29-05-2000,37.7,31.2,43.3,,spring
30-05-2000,37.3,32.6,42.5,,spring
31-05-2000,32.7,25.4,40.5,0.3,spring
01-06-2000,29.7,,38.2,0.0,summer
02-06-2000,33.2,25.6,38.7,18.0,summer
03-06-2000,33.8,29.2,39.0,0.0,summer
04-06-2000,28.9,,38.4,,summer
05-06-2000,31.0,23.7,36.4,7.9,summer
06-06-2000,27.1,26.0,29.8,0.0,summer
07-06-2000,25.1,,,0.0,summer
08-06-2000,26.8,24.0,30.4,27.9,summer
09-06-2000,29.1,25.8,33.3,0.5,summer
10-06-2000,28.9,26.0,,0.0,summer
11-06-2000,31.3,,36.8,,summer
12-06-2000,31.8,26.0,38.7,,summer
13-06-2000,31.1,27.1,37.6,,summer
14-06-2000,34.5,28.0,39.2,0.0,summer
15-06-2000,35.2,31.4,40.3,,summer
16-06-2000,31.6,27.2,36.4,,summer
17-06-2000,33.1,28.4,,,summer
18-06-2000,33.9,,39.5,,summer
19-06-2000,32.5,28.7,37.7,,summer
20-06-2000,31.9,28.0,37.4,,summer
21-06-2000,34.5,28.4,40.0,,summer
22-06-2000,31.9,,40.0,,summer
23-06-2000,29.4,24.8,32.6,,summer
24-06-2000,30.6,26.8,37.4,,summer
25-06-2000,33.6,27.4,37.8,,summer
26-06-2000,33.7,30.0,38.0,,summer
27-06-2000,33.8,,38.3,,summer
28-06-2000,33.7,29.4,38.0,,summer
29-06-2000,30.6,,38.0,,summer
30-06-2000,28.4,26.0,32.0,24.9,summer
01-07-2000,29.0,,32.8,51.1,summer
02-07-2000,28.4,,33.5,14.0,summer
03-07-2000,30.5,25.7,34.5,0.5,summer
04-07-2000,32.2,27.7,36.4,0.0,summer
05-07-2000,33.8,29.2,37.8,,summer
06-07-2000,35.2,30.4,39.7,,summer
07-07-2000,32.5,,36.1,,summer
08-07-2000,29.7,25.6,33.2,2.0,summer
09-07-2000,31.8,,35.6,0.0,summer
10-07-2000,30.7,26.8,36.0,0.0,summer
11-07-2000,28.8,25.3,33.8,7.9,summer
12-07-2000,28.5,,,2.0,summer
13-07-2000,30.8,27.4,35.4,6.1,summer
14-07-2000,27.8,,34.4,0.8,summer
15-07-2000,29.3,27.4,32.0,0.0,summer
16-07-2000,27.4,24.6,32.7,32.0,summer
17-07-2000,27.8,25.0,33.6,33.0,summer
18-07-2000,28.4,25.1,31.8,58.9,summer
19-07-2000,28.6,,32.0,0.5,summer
20-07-2000,30.2,,33.6,5.1,summer
21-07-2000,28.6,,31.5,0.0,summer
22-07-2000,26.5,24.7,30.2,6.1,summer
23-07-2000,27.2,25.0,30.0,0.5,summer
24-07-2000,28.1,24.5,32.6,7.1,summer
25-07-2000,29.8,24.8,,30.0,summer
26-07-2000,31.2,27.3,35.4,0.0,summer
27-07-2000,29.6,,31.6,,summer
28-07-2000,30.2,27.3,33.6,0.0,summer
29-07-2000,30.4,27.4,33.4,,summer
30-07-2000,30.5,,35.7,,summer
31-07-2000,29.6,25.6,33.9,38.1,summer
01-08-2000,31.1,27.0,34.8,0.0,summer
02-08-2000,31.5,28.3,35.3,,summer
03-08-2000,31.0,27.5,35.0,,summer
04-08-2000,30.3,27.0,35.6,,summer
05-08-2000,31.7,26.6,36.2,,summer
06-08-2000,32.6,28.1,37.1,,summer
07-08-2000,33.6,28.8,37.7,,summer
08-08-2000,33.1,29.7,37.4,,summer
09-08-2000,32.0,29.0,35.8,,summer
10-08-2000,27.7,,32.0,,summer
11-08-2000,27.8,25.7,32.6,,summer
12-08-2000,30.7,27.4,33.3,,summer
13-08-2000,31.6,27.4,35.2,,summer
14-08-2000,29.3,,33.4,,summer
15-08-2000,28.8,,34.0,,summer
16-08-2000,27.0,22.5,29.4,52.1,summer
17-08-2000,30.6,,33.9,0.0,summer
18-08-2000,29.7,27.0,33.0,,summer
19-08-2000,27.6,,32.4,0.3,summer
20-08-2000,27.3,25.4,32.6,7.1,summer
21-08-2000,27.6,25.0,31.9,13.0,summer
22-08-2000,27.7,25.3,32.5,15.0,summer
23-08-2000,27.6,25.3,32.4,0.5,summer
24-08-2000,30.8,25.3,35.3,0.0,summer
25-08-2000,29.1,,34.8,,summer
26-08-2000,30.2,25.8,34.5,,summer
27-08-2000,31.7,27.7,36.1,,summer
28-08-2000,31.6,,35.4,,summer
29-08-2000,29.7,,34.6,,summer
30-08-2000,30.7,,33.6,,summer
31-08-2000,30.7,28.0,33.8,,summer
01-09-2000,30.9,27.3,34.6,,autumn
02-09-2000,31.1,26.2,35.4,,autumn
03-09-2000,28.2,27.0,34.5,,autumn
04-09-2000,31.0,26.3,34.7,,autumn
05-09-2000,30.2,,34.6,,autumn
06-09-2000,28.9,26.6,32.4,,autumn
07-09-2000,30.2,25.7,34.4,0.5,autumn
08-09-2000,29.7,26.9,,0.0,autumn
09-09-2000,29.6,24.9,34.2,3.0,autumn
10-09-2000,30.5,,34.5,0.0,autumn
11-09-2000,29.6,25.1,34.6,,autumn
12-09-2000,29.9,26.1,35.2,0.0,autumn
13-09-2000,30.5,26.9,35.3,,autumn
