time,tavg,tmin,tmax,prcp,season
17-05-2005,35.0,26.7,42.6,0.0,spring
18-05-2005,35.8,30.2,41.7,0.0,spring
19-05-2005,34.9,26.5,42.6,0.0,spring
20-05-2005,34.0,25.8,42.7,0.0,spring
21-05-2005,34.2,25.7,42.2,0.0,spring
22-05-2005,32.9,25.9,40.6,0.0,spring
23-05-2005,33.4,26.5,40.2,0.0,spring
24-05-2005,34.0,25.7,41.7,0.0,spring
25-05-2005,32.9,24.2,41.6,0.0,spring
26-05-2005,35.0,25.3,41.9,,spring
27-05-2005,34.3,28.0,40.5,0.0,spring
28-05-2005,33.1,23.2,41.2,0.0,spring
29-05-2005,35.4,26.1,40.2,0.0,spring
30-05-2005,33.4,28.5,40.1,0.0,spring
31-05-2005,34.3,25.9,40.1,0.0,spring
01-06-2005,34.6,28.3,40.7,0.0,summer
02-06-2005,34.5,26.4,42.5,,summer
03-06-2005,36.4,29.4,43.0,0.0,summer
04-06-2005,35.7,,43.6,0.0,summer
05-06-2005,34.6,27.0,43.5,,summer
06-06-2005,32.0,,39.7,,summer
07-06-2005,31.5,22.5,38.5,24.9,summer
08-06-2005,33.3,27.0,39.3,0.0,summer
09-06-2005,33.4,26.1,40.2,0.0,summer
10-06-2005,32.9,25.3,40.2,0.3,summer
11-06-2005,35.6,28.8,42.5,0.0,summer
12-06-2005,34.2,29.5,40.7,0.0,summer
13-06-2005,34.4,29.6,40.6,0.0,summer
14-06-2005,33.9,29.1,40.1,0.0,summer
15-06-2005,34.8,28.0,41.6,0.0,summer
16-06-2005,36.3,28.7,43.0,0.0,summer
17-06-2005,37.1,29.1,42.8,,summer
18-06-2005,36.6,28.5,43.7,0.0,summer
19-06-2005,37.2,30.0,44.2,0.0,summer
20-06-2005,37.9,29.4,45.0,0.0,summer
21-06-2005,36.9,33.1,42.2,0.0,summer
22-06-2005,37.2,32.0,44.4,,summer
23-06-2005,33.3,,41.3,0.0,summer
24-06-2005,33.1,26.4,37.7,10.9,summer
25-06-2005,35.9,30.2,41.1,0.0,summer
26-06-2005,28.5,,,1.0,summer
27-06-2005,28.9,26.7,32.1,7.1,summer
28-06-2005,29.3,27.2,32.2,0.0,summer
29-06-2005,28.8,,34.2,0.5,summer
30-06-2005,30.8,25.7,35.4,20.1,summer
01-07-2005,32.6,28.8,37.2,0.0,summer
02-07-2005,31.1,27.0,35.3,,summer
03-07-2005,30.0,27.1,35.5,,summer
04-07-2005,29.1,26.0,33.5,0.0,summer
05-07-2005,27.1,,28.6,0.0,summer
06-07-2005,26.6,,28.5,7.9,summer
07-07-2005,26.8,25.2,28.6,35.1,summer
08-07-2005,31.1,25.2,35.9,6.1,summer
09-07-2005,33.2,28.7,37.3,0.0,summer
10-07-2005,32.8,30.1,38.5,0.0,summer
11-07-2005,27.0,,28.4,,summer
12-07-2005,27.1,24.1,29.8,61.0,summer
13-07-2005,28.3,,,0.0,summer
14-07-2005,27.9,26.0,31.8,6.1,summer
15-07-2005,28.8,26.0,33.1,11.9,summer
16-07-2005,29.3,26.9,33.1,1.0,summer
17-07-2005,28.9,26.4,32.5,0.8,summer
18-07-2005,29.6,26.2,35.6,22.1,summer
19-07-2005,31.7,26.2,35.8,0.0,summer
20-07-2005,32.4,28.6,36.7,,summer
21-07-2005,31.7,30.1,36.1,,summer
22-07-2005,31.8,,37.2,,summer
23-07-2005,29.9,26.5,33.6,3.0,summer
24-07-2005,31.8,27.5,35.6,0.0,summer
25-07-2005,32.4,28.4,37.1,,summer
26-07-2005,29.8,28.4,33.1,,summer
27-07-2005,32.0,27.3,36.2,,summer
28-07-2005,32.5,28.4,37.1,,summer
29-07-2005,30.2,27.4,35.3,3.0,summer
30-07-2005,30.3,27.8,36.2,4.1,summer
31-07-2005,30.9,27.4,35.4,0.3,summer
01-08-2005,32.5,28.6,36.7,0.0,summer
02-08-2005,32.5,28.7,37.3,,summer
03-08-2005,33.5,29.1,37.7,,summer
04-08-2005,31.3,,37.2,,summer
05-08-2005,29.2,28.1,32.1,,summer
06-08-2005,28.2,24.9,31.7,,summer
07-08-2005,29.9,26.8,32.7,,summer
08-08-2005,30.7,26.3,34.6,,summer
09-08-2005,31.2,27.3,35.8,,summer
10-08-2005,31.7,27.5,35.7,,summer
11-08-2005,31.7,27.4,35.6,,summer
12-08-2005,32.2,27.4,36.7,,summer
13-08-2005,32.9,28.6,37.5,,summer
14-08-2005,33.6,29.5,37.8,,summer
15-08-2005,31.0,30.1,33.9,,summer
16-08-2005,28.8,,32.6,,summer
17-08-2005,29.8,27.2,32.6,,summer
18-08-2005,31.5,27.0,35.7,,summer
19-08-2005,32.2,29.1,36.8,,summer
20-08-2005,30.6,,36.3,2.0,summer
21-08-2005,30.9,21.6,34.7,68.1,summer
22-08-2005,31.9,28.2,36.1,0.0,summer
23-08-2005,31.9,27.4,36.3,,summer
24-08-2005,31.2,,36.0,,summer
25-08-2005,31.1,26.3,36.1,,summer
26-08-2005,31.7,26.4,36.5,,summer
27-08-2005,31.9,27.0,36.7,,summer
28-08-2005,32.0,27.6,37.2,,summer
29-08-2005,32.5,27.6,37.6,,summer
30-08-2005,31.6,26.9,37.0,,summer
31-08-2005,33.3,27.0,37.1,,summer
01-09-2005,32.5,27.3,37.3,,autumn
02-09-2005,32.3,27.0,37.8,,autumn
03-09-2005,32.7,27.1,38.5,,autumn
04-09-2005,32.3,27.6,37.7,,autumn
05-09-2005,31.6,27.3,37.5,,autumn
06-09-2005,31.3,26.4,37.5,,autumn
07-09-2005,31.0,27.1,36.1,,autumn
08-09-2005,31.7,27.7,36.1,,autumn
09-09-2005,29.3,28.1,36.6,,autumn
10-09-2005,27.1,25.2,29.3,,autumn
11-09-2005,29.7,24.6,36.1,,autumn
12-09-2005,27.5,,34.0,2.0,autumn
13-09-2005,27.6,23.6,35.2,58.9,autumn
14-09-2005,28.1,25.0,33.3,15.0,autumn
15-09-2005,25.7,22.9,30.4,8.9,autumn
16-09-2005,23.0,,,21.1,autumn
17-09-2005,23.7,21.2,26.6,56.9,autumn
18-09-2005,27.3,22.7,32.0,2.0,autumn
19-09-2005,28.7,23.7,33.6,0.3,autumn
20-09-2005,29.3,25.0,34.6,0.0,autumn
21-09-2005,30.8,26.0,36.0,,autumn
22-09-2005,29.2,26.6,33.8,,autumn
23-09-2005,29.2,26.1,34.1,0.0,autumn
24-09-2005,24.6,,27.6,5.1,autumn
25-09-2005,25.4,21.5,29.8,35.1,autumn
26-09-2005,27.9,23.7,32.5,0.0,autumn
27-09-2005,28.7,24.0,33.5,,autumn
28-09-2005,28.5,24.8,33.2,,autumn
29-09-2005,28.3,24.0,33.8,,autumn
30-09-2005,28.5,23.8,34.2,,autumn
01-10-2005,28.6,23.6,34.2,,autumn
02-10-2005,27.6,23.0,34.6,,autumn
03-10-2005,27.1,21.5,34.2,,autumn
04-10-2005,27.3,21.7,34.3,,autumn
05-10-2005,27.9,21.0,35.1,,autumn
06-10-2005,27.7,22.4,34.8,,autumn
07-10-2005,28.0,23.2,35.4,,autumn
08-10-2005,27.2,20.6,35.1,,autumn
09-10-2005,27.8,20.3,35.6,,autumn
10-10-2005,27.6,20.6,34.8,,autumn
11-10-2005,27.3,20.7,35.2,,autumn
12-10-2005,26.3,20.8,33.5,,autumn
13-10-2005,26.0,19.3,33.6,,autumn
14-10-2005,26.1,20.1,33.6,,autumn
15-10-2005,25.8,19.7,33.6,,autumn
16-10-2005,25.5,19.1,34.1,,autumn
17-10-2005,25.1,18.5,33.7,,autumn
18-10-2005,25.2,,33.8,,autumn
19-10-2005,24.3,18.3,32.0,,autumn
20-10-2005,23.9,,31.1,,autumn
21-10-2005,23.1,17.3,30.2,,autumn
22-10-2005,22.8,16.7,30.5,,autumn
23-10-2005,22.5,15.1,31.0,,autumn
24-10-2005,22.5,15.4,31.5,,autumn
25-10-2005,23.2,16.2,32.7,,autumn
26-10-2005,21.3,14.7,33.7,,autumn
27-10-2005,22.8,15.7,32.9,,autumn
28-10-2005,21.1,17.1,29.7,,autumn
29-10-2005,20.9,14.3,29.8,,autumn
30-10-2005,21.3,14.7,31.1,,autumn
31-10-2005,21.3,13.7,31.2,,autumn
01-11-2005,21.3,13.0,31.5,,autumn
02-11-2005,23.6,14.0,31.2,,autumn
03-11-2005,24.0,18.4,30.8,,autumn
04-11-2005,20.9,14.5,28.9,,autumn
05-11-2005,19.3,13.4,27.6,,autumn
06-11-2005,19.8,12.4,28.3,,autumn
07-11-2005,18.6,12.3,,,autumn
08-11-2005,18.9,12.8,28.4,,autumn
09-11-2005,19.6,11.9,28.5,,autumn
10-11-2005,20.1,13.2,29.3,,autumn
11-11-2005,20.3,12.8,31.2,,autumn
12-11-2005,21.0,13.1,30.7,,autumn
13-11-2005,22.7,15.2,30.5,,autumn
14-11-2005,21.0,,29.1,,autumn
15-11-2005,21.3,13.2,28.9,,autumn
16-11-2005,21.3,13.7,28.8,,autumn
17-11-2005,18.8,11.9,28.1,,autumn
18-11-2005,16.8,10.1,27.5,,autumn
19-11-2005,17.5,8.5,28.5,,autumn
20-11-2005,18.1,9.5,29.4,,autumn
21-11-2005,18.2,10.4,28.6,,autumn
22-11-2005,19.9,11.5,31.1,,autumn
23-11-2005,18.5,11.5,28.7,,autumn
24-11-2005,17.8,10.3,27.8,,autumn
25-11-2005,16.4,9.8,28.3,,autumn
26-11-2005,17.5,9.9,27.6,,autumn
27-11-2005,17.5,10.4,27.7,,autumn
28-11-2005,18.4,10.7,28.0,,autumn
29-11-2005,18.3,11.4,26.8,,autumn
30-11-2005,15.1,10.6,24.1,,autumn
01-12-2005,12.8,,21.7,,winter
02-12-2005,12.2,4.7,22.4,,winter
03-12-2005,12.2,5.0,21.1,,winter
04-12-2005,14.6,4.7,23.0,,winter
05-12-2005,15.2,9.1,24.8,,winter
06-12-2005,14.8,7.3,25.2,,winter
07-12-2005,14.5,6.7,26.0,,winter
08-12-2005,14.1,6.6,24.4,,winter
09-12-2005,14.4,6.7,24.7,,winter
10-12-2005,14.8,6.6,24.6,,winter
11-12-2005,11.1,4.7,22.7,,winter
12-12-2005,12.2,3.3,23.8,,winter
13-12-2005,12.1,4.8,21.5,,winter
14-12-2005,12.2,6.1,21.5,,winter
15-12-2005,11.8,3.6,21.9,,winter
16-12-2005,13.1,5.3,23.5,,winter
17-12-2005,13.2,6.8,,,winter
18-12-2005,11.9,5.7,21.5,,winter
19-12-2005,9.6,3.4,21.6,,winter
20-12-2005,12.2,4.3,22.7,,winter
21-12-2005,13.1,5.7,23.2,,winter
22-12-2005,14.3,6.5,23.0,,winter
23-12-2005,11.3,8.8,15.3,,winter
24-12-2005,12.2,7.5,18.9,,winter
25-12-2005,12.6,6.2,21.0,,winter
26-12-2005,12.9,6.5,21.8,,winter
27-12-2005,14.6,7.5,23.2,,winter
28-12-2005,14.5,7.5,24.3,,winter
29-12-2005,13.3,5.3,24.1,,winter
30-12-2005,11.9,5.7,,,winter
31-12-2005,14.4,5.5,23.8,,winter
01-01-2006,16.1,6.5,24.8,,winter
02-01-2006,18.9,11.0,24.5,0.5,winter
03-01-2006,13.1,,16.7,0.3,winter
04-01-2006,11.0,6.0,17.3,0.0,winter
05-01-2006,9.5,5.0,17.3,,winter
06-01-2006,11.2,4.5,18.8,,winter
07-01-2006,9.4,,18.7,,winter
08-01-2006,8.6,0.2,18.1,,winter
09-01-2006,10.1,1.4,19.3,,winter
10-01-2006,12.5,4.3,19.9,,winter
11-01-2006,12.2,5.4,22.3,,winter
12-01-2006,13.3,4.8,24.6,,winter
13-01-2006,14.3,7.0,24.2,,winter
14-01-2006,14.5,8.0,24.4,,winter
15-01-2006,18.5,,26.5,,winter
16-01-2006,18.4,11.6,26.5,,winter
17-01-2006,19.7,12.8,26.6,,winter
18-01-2006,19.7,14.4,26.5,,winter
19-01-2006,15.4,,23.2,,winter
20-01-2006,14.6,8.0,24.0,,winter
21-01-2006,15.2,10.2,21.6,,winter
22-01-2006,12.3,,20.3,,winter
23-01-2006,12.0,4.8,19.5,,winter
24-01-2006,13.3,6.4,21.0,,winter
25-01-2006,13.1,7.3,21.2,,winter
26-01-2006,12.8,4.8,22.3,,winter
27-01-2006,13.7,6.2,22.7,,winter
28-01-2006,14.2,6.3,23.1,,winter
29-01-2006,15.8,,26.7,,winter
30-01-2006,17.2,8.8,27.0,,winter
31-01-2006,16.9,8.1,28.4,,winter
01-02-2006,17.6,9.5,27.2,,winter
02-02-2006,18.5,12.8,26.5,,winter
03-02-2006,18.1,12.0,26.6,,winter
04-02-2006,18.0,11.7,,,winter
05-02-2006,18.7,,27.8,,winter
06-02-2006,18.2,8.8,28.6,,winter
07-02-2006,19.4,9.4,30.4,,winter
08-02-2006,19.1,11.9,29.2,,winter
09-02-2006,17.9,11.1,29.5,,winter
10-02-2006,18.8,11.8,27.2,,winter
11-02-2006,19.3,11.3,28.6,,winter
12-02-2006,20.1,11.7,30.8,,winter
13-02-2006,20.2,13.0,30.0,,winter
14-02-2006,22.4,15.2,30.9,,winter
15-02-2006,22.2,21.1,28.5,,winter
16-02-2006,21.7,14.3,30.1,,winter
17-02-2006,22.5,16.2,29.1,,winter
18-02-2006,22.8,16.2,29.5,,winter
19-02-2006,22.6,16.2,29.8,,winter
20-02-2006,23.9,17.1,33.2,,winter
21-02-2006,23.0,16.0,32.4,,winter
22-02-2006,22.8,15.8,32.8,,winter
23-02-2006,23.9,15.6,33.4,,winter
24-02-2006,23.9,16.8,32.0,,winter
25-02-2006,26.5,15.5,34.1,,winter
26-02-2006,22.2,17.4,28.8,,winter
27-02-2006,21.4,14.4,28.9,,winter
28-02-2006,19.9,12.8,27.0,,winter
01-03-2006,19.6,12.5,28.9,,spring
02-03-2006,20.3,10.2,30.1,,spring
03-03-2006,19.8,11.6,,,spring
04-03-2006,21.5,12.0,32.5,,spring
05-03-2006,23.4,13.7,32.8,,spring
06-03-2006,24.2,14.7,32.6,,spring
07-03-2006,23.8,15.5,31.6,,spring
08-03-2006,24.2,14.9,34.0,,spring
09-03-2006,24.0,18.0,29.7,,spring
10-03-2006,19.8,,22.5,,spring
11-03-2006,19.6,15.2,24.0,9.9,spring
12-03-2006,20.1,16.0,25.2,0.5,spring
13-03-2006,21.8,14.0,27.3,0.0,spring
14-03-2006,18.5,16.4,22.8,2.0,spring
15-03-2006,19.7,13.4,26.7,8.9,spring
16-03-2006,21.2,14.9,27.5,0.0,spring
17-03-2006,20.6,13.7,26.9,,spring
18-03-2006,21.2,14.6,28.3,,spring
19-03-2006,24.4,13.5,30.3,,spring
20-03-2006,25.2,15.3,32.0,,spring
21-03-2006,23.7,17.4,30.0,,spring
22-03-2006,23.2,16.8,30.2,,spring
23-03-2006,24.5,15.0,33.0,,spring
24-03-2006,25.7,16.5,35.4,,spring
25-03-2006,25.8,19.1,32.2,,spring
26-03-2006,24.8,19.7,31.0,,spring
27-03-2006,22.7,16.1,29.5,,spring
28-03-2006,22.4,14.3,28.8,,spring
29-03-2006,23.8,15.6,31.3,,spring
30-03-2006,25.1,16.3,32.2,,spring
31-03-2006,25.8,16.5,33.9,,spring
01-04-2006,27.4,18.3,37.0,,spring
02-04-2006,28.2,17.5,37.9,,spring
03-04-2006,29.4,18.9,36.1,,spring
04-04-2006,28.1,18.2,36.2,,spring
05-04-2006,29.0,20.2,37.4,,spring
06-04-2006,30.2,20.4,38.5,,spring
07-04-2006,29.6,20.1,39.1,,spring
08-04-2006,30.0,19.3,,,spring
09-04-2006,33.2,21.4,40.4,,spring
10-04-2006,30.3,23.4,36.0,,spring
11-04-2006,27.7,19.5,,,spring
12-04-2006,27.0,17.6,35.2,,spring
13-04-2006,26.6,17.8,35.0,,spring
14-04-2006,27.4,14.3,36.9,,spring
15-04-2006,30.0,16.4,39.7,,spring
16-04-2006,29.7,20.0,38.2,,spring
17-04-2006,26.8,18.6,32.2,,spring
18-04-2006,26.7,17.1,32.8,,spring
19-04-2006,26.5,19.5,33.4,,spring
20-04-2006,28.1,17.5,35.4,0.0,spring
21-04-2006,28.7,20.9,34.8,,spring
22-04-2006,29.8,20.0,37.5,0.0,spring
23-04-2006,30.7,22.0,38.7,,spring
24-04-2006,30.1,19.9,39.0,2.3,spring
25-04-2006,32.2,19.5,40.4,0.0,spring
26-04-2006,32.9,25.1,40.6,,spring
27-04-2006,33.9,24.3,42.0,,spring
28-04-2006,32.7,,40.5,,spring
29-04-2006,34.8,24.7,42.1,,spring
30-04-2006,33.1,27.2,39.3,,spring
01-05-2006,34.3,23.0,41.1,,spring
02-05-2006,34.3,26.5,40.0,,spring
03-05-2006,32.3,21.2,39.8,,spring
04-05-2006,32.3,21.3,41.1,,spring
05-05-2006,34.7,22.9,43.8,,spring
06-05-2006,35.1,23.8,44.5,,spring
07-05-2006,35.8,25.7,44.4,,spring
08-05-2006,35.4,27.8,41.4,,spring
09-05-2006,34.1,23.7,39.7,,spring
10-05-2006,34.5,27.7,40.8,,spring
11-05-2006,33.8,27.0,40.2,,spring
12-05-2006,33.8,25.8,41.3,,spring
13-05-2006,34.6,24.9,41.5,,spring
14-05-2006,32.7,24.9,39.7,,spring
15-05-2006,32.5,19.0,38.0,21.1,spring
16-05-2006,32.6,25.2,38.7,0.0,spring
17-05-2006,30.7,23.7,36.0,,spring
18-05-2006,32.9,24.5,39.0,,spring
19-05-2006,30.1,23.6,37.2,1.0,spring
20-05-2006,29.4,22.1,37.6,0.5,spring
21-05-2006,30.6,19.2,37.6,10.9,spring
22-05-2006,30.6,23.8,35.6,0.0,spring
23-05-2006,29.7,19.0,35.0,23.1,spring
24-05-2006,34.3,25.0,39.6,0.0,spring
25-05-2006,34.4,25.5,39.5,0.5,spring
26-05-2006,35.2,27.7,41.1,0.0,spring
27-05-2006,33.8,27.4,39.6,,spring
28-05-2006,33.7,26.2,40.3,,spring
29-05-2006,33.4,25.3,39.0,,spring
30-05-2006,35.1,26.8,41.1,,spring
31-05-2006,34.0,27.8,42.0,,spring
01-06-2006,34.2,22.4,41.0,,summer
02-06-2006,29.4,,31.7,,summer
03-06-2006,27.2,21.3,31.1,,summer
04-06-2006,30.3,22.3,36.4,,summer
05-06-2006,32.7,24.6,38.3,,summer
06-06-2006,33.6,25.5,40.0,,summer
07-06-2006,34.3,25.2,40.4,,summer
08-06-2006,34.7,25.9,41.3,,summer
09-06-2006,34.8,24.6,42.8,,summer
10-06-2006,35.7,26.7,43.4,,summer
11-06-2006,37.1,28.2,43.6,,summer
12-06-2006,36.1,29.1,41.3,,summer
13-06-2006,32.5,27.0,37.3,,summer
14-06-2006,33.2,24.6,39.1,,summer
15-06-2006,31.8,24.2,41.0,3.0,summer
16-06-2006,29.5,22.0,39.0,0.0,summer
17-06-2006,28.8,20.6,34.5,14.0,summer
18-06-2006,32.0,23.2,37.6,0.0,summer
19-06-2006,30.4,22.6,38.0,,summer
20-06-2006,27.7,19.6,37.1,14.0,summer
21-06-2006,31.8,20.5,39.0,14.0,summer
22-06-2006,33.3,24.6,39.1,0.0,summer
23-06-2006,35.1,26.4,39.9,,summer
24-06-2006,31.0,,37.8,,summer
25-06-2006,30.2,25.2,32.5,,summer
26-06-2006,32.2,24.8,36.6,,summer
27-06-2006,29.1,21.5,33.2,52.1,summer
28-06-2006,30.9,25.2,34.7,17.0,summer
29-06-2006,31.3,24.8,35.8,0.0,summer
30-06-2006,31.6,25.3,36.0,,summer
01-07-2006,32.7,25.4,37.0,,summer
02-07-2006,34.3,26.1,39.4,,summer
03-07-2006,34.7,26.5,39.5,,summer
04-07-2006,34.8,28.4,39.6,,summer
05-07-2006,33.8,27.4,37.5,,summer
06-07-2006,33.7,26.3,38.1,,summer
07-07-2006,35.6,27.1,40.4,,summer
08-07-2006,35.0,29.8,39.2,,summer
09-07-2006,28.7,,,,summer
10-07-2006,27.8,24.2,31.5,,summer
11-07-2006,28.3,26.2,33.5,,summer
12-07-2006,27.5,25.6,29.0,67.1,summer
13-07-2006,30.6,25.7,34.6,8.9,summer
14-07-2006,32.2,27.5,35.5,0.0,summer
15-07-2006,31.9,28.6,36.3,,summer
16-07-2006,32.5,28.4,36.9,,summer
17-07-2006,31.4,28.8,34.8,,summer
18-07-2006,29.4,26.1,32.8,,summer
19-07-2006,28.5,27.2,33.2,,summer
20-07-2006,29.2,27.1,32.1,,summer
21-07-2006,31.5,27.2,36.0,,summer
22-07-2006,31.8,27.9,35.2,,summer
23-07-2006,31.0,27.6,35.1,,summer
24-07-2006,31.2,28.2,35.6,,summer
25-07-2006,29.6,,34.8,,summer
26-07-2006,26.4,,28.2,,summer
27-07-2006,26.3,24.8,28.0,,summer
28-07-2006,28.7,25.0,32.6,,summer
29-07-2006,29.7,26.0,33.8,2.0,summer
30-07-2006,31.4,26.7,35.4,2.0,summer
31-07-2006,30.9,,36.2,0.0,summer
01-08-2006,30.0,26.7,33.7,0.0,summer
02-08-2006,30.3,26.0,34.8,,summer
03-08-2006,29.2,,33.6,,summer
04-08-2006,31.0,26.5,35.7,,summer
05-08-2006,30.5,26.5,35.0,,summer
06-08-2006,30.3,27.2,34.5,,summer
07-08-2006,30.4,26.2,34.6,0.0,summer
08-08-2006,28.7,25.8,33.7,0.8,summer
09-08-2006,30.5,26.5,35.3,1.0,summer
10-08-2006,31.6,26.2,37.9,2.0,summer
11-08-2006,31.4,26.0,36.5,0.3,summer
12-08-2006,32.5,27.7,37.0,0.0,summer
13-08-2006,32.3,28.6,38.4,,summer
14-08-2006,28.3,,33.6,,summer
15-08-2006,31.0,25.6,37.2,,summer
16-08-2006,31.3,27.1,37.3,,summer
17-08-2006,32.6,28.1,37.6,,summer
18-08-2006,32.7,29.2,36.6,,summer
19-08-2006,30.6,27.1,35.7,,summer
20-08-2006,30.2,25.9,33.6,,summer
21-08-2006,31.1,27.7,34.5,,summer
22-08-2006,30.8,27.8,36.2,,summer
23-08-2006,29.7,26.8,34.0,0.0,summer
24-08-2006,31.4,26.5,35.3,19.1,summer
25-08-2006,30.7,27.2,35.2,0.0,summer
26-08-2006,30.7,26.7,34.8,,summer
27-08-2006,30.8,26.2,34.4,,summer
28-08-2006,30.4,25.6,34.7,,summer
29-08-2006,29.3,,36.1,,summer
30-08-2006,28.1,23.3,33.7,58.9,summer
31-08-2006,30.0,25.2,34.3,0.0,summer
01-09-2006,25.9,,29.1,7.1,autumn
02-09-2006,25.1,23.1,29.6,52.1,autumn
03-09-2006,27.7,22.9,32.8,30.0,autumn
04-09-2006,28.2,24.4,32.4,0.0,autumn
05-09-2006,29.9,25.7,35.1,,autumn
06-09-2006,29.5,26.8,35.6,,autumn
07-09-2006,30.4,26.1,34.7,,autumn
08-09-2006,30.3,26.1,34.7,,autumn
09-09-2006,30.4,26.6,34.6,,autumn
10-09-2006,30.1,26.0,34.4,,autumn
11-09-2006,30.9,26.2,36.1,,autumn
12-09-2006,31.2,27.2,36.4,,autumn
13-09-2006,29.6,26.8,,,autumn
14-09-2006,27.0,22.9,30.2,29.0,autumn
15-09-2006,29.0,24.2,33.8,6.1,autumn
16-09-2006,30.1,25.8,35.0,0.0,autumn
17-09-2006,30.4,26.4,35.6,,autumn
18-09-2006,31.9,,36.5,,autumn
19-09-2006,31.8,26.7,37.4,,autumn
20-09-2006,31.8,28.0,37.7,,autumn
21-09-2006,30.3,25.7,35.0,,autumn
22-09-2006,27.9,,35.6,,autumn
23-09-2006,27.1,21.4,33.3,,autumn
24-09-2006,28.0,21.5,34.3,,autumn
25-09-2006,27.4,21.6,34.6,,autumn
26-09-2006,27.9,21.8,35.2,,autumn
27-09-2006,28.7,23.0,36.2,,autumn
28-09-2006,27.7,23.0,35.5,,autumn
29-09-2006,28.1,21.6,34.8,,autumn
30-09-2006,29.4,23.2,36.5,,autumn
01-10-2006,28.5,22.8,36.7,,autumn
02-10-2006,28.3,22.4,36.2,,autumn
03-10-2006,28.1,21.5,36.2,,autumn
04-10-2006,28.7,21.3,37.4,,autumn
05-10-2006,29.1,22.4,36.8,,autumn
06-10-2006,29.6,23.3,37.4,,autumn
07-10-2006,29.3,23.3,36.3,,autumn
08-10-2006,29.0,,36.2,,autumn
09-10-2006,28.9,24.0,35.7,,autumn
10-10-2006,27.6,22.5,35.4,,autumn
11-10-2006,28.1,22.2,35.5,,autumn
12-10-2006,28.0,22.7,35.5,,autumn
13-10-2006,28.3,21.7,35.6,,autumn
14-10-2006,28.7,21.9,35.5,,autumn
15-10-2006,27.7,21.7,34.3,,autumn
16-10-2006,26.9,21.4,34.0,,autumn
17-10-2006,26.6,21.0,33.3,,autumn
18-10-2006,28.4,21.6,35.2,,autumn
19-10-2006,24.3,,29.6,1.0,autumn
20-10-2006,23.0,19.3,29.0,2.0,autumn
21-10-2006,23.8,17.3,30.8,0.3,autumn
22-10-2006,22.6,,27.6,0.0,autumn
23-10-2006,22.6,16.5,30.3,,autumn
24-10-2006,22.8,16.8,30.2,,autumn
25-10-2006,22.8,16.5,30.6,,autumn
26-10-2006,22.9,17.5,31.0,,autumn
27-10-2006,23.1,17.4,30.7,,autumn
28-10-2006,23.8,17.4,31.2,,autumn
29-10-2006,23.5,18.4,31.6,,autumn
30-10-2006,22.4,17.5,30.1,,autumn
31-10-2006,22.9,16.3,31.7,,autumn
01-11-2006,22.8,17.2,30.7,,autumn
02-11-2006,22.5,15.6,31.2,,autumn
03-11-2006,22.5,16.0,30.2,,autumn
04-11-2006,22.6,17.0,30.2,,autumn
05-11-2006,22.2,16.0,31.0,,autumn
06-11-2006,22.2,15.6,31.6,,autumn
07-11-2006,22.7,15.8,33.0,,autumn
08-11-2006,22.3,15.7,31.6,,autumn
09-11-2006,22.6,16.5,30.7,,autumn
10-11-2006,22.1,15.7,31.1,,autumn
11-11-2006,22.7,15.3,31.4,,autumn
12-11-2006,21.3,16.1,29.0,,autumn
13-11-2006,21.7,15.7,30.0,,autumn
14-11-2006,20.2,15.8,29.3,,autumn
15-11-2006,21.0,14.5,29.8,,autumn
16-11-2006,20.4,13.5,28.2,,autumn
17-11-2006,20.7,13.3,29.0,,autumn
18-11-2006,22.0,15.0,30.5,,autumn
19-11-2006,20.9,15.7,27.6,,autumn
20-11-2006,20.4,,27.5,,autumn
21-11-2006,19.4,12.8,28.5,,autumn
22-11-2006,21.2,13.6,28.8,,autumn
23-11-2006,20.1,15.1,26.6,0.0,autumn
24-11-2006,17.0,,24.2,,autumn
25-11-2006,15.4,8.5,24.1,,autumn
26-11-2006,15.3,8.3,24.0,,autumn
27-11-2006,15.4,7.6,24.1,,autumn
28-11-2006,15.1,8.2,25.3,,autumn
29-11-2006,15.3,7.3,25.5,,autumn
30-11-2006,16.5,8.7,26.3,,autumn
01-12-2006,17.8,10.2,26.1,,winter
02-12-2006,17.1,10.9,25.3,,winter
03-12-2006,17.1,10.5,25.6,,winter
04-12-2006,17.9,14.0,24.2,0.0,winter
05-12-2006,19.5,15.0,26.3,0.0,winter
06-12-2006,18.8,14.6,,,winter
07-12-2006,18.1,14.5,22.7,,winter
08-12-2006,14.1,,20.5,,winter
09-12-2006,13.1,6.5,21.1,,winter
10-12-2006,15.8,8.0,22.4,,winter
11-12-2006,15.3,9.2,23.0,,winter
12-12-2006,13.2,8.7,20.2,,winter
13-12-2006,13.6,8.2,20.8,,winter
14-12-2006,16.1,8.5,24.1,,winter
15-12-2006,16.1,10.6,25.4,,winter
16-12-2006,15.7,9.1,24.5,,winter
17-12-2006,15.4,,25.0,,winter
18-12-2006,15.4,7.9,23.4,,winter
19-12-2006,14.9,6.5,26.1,,winter
20-12-2006,15.4,,22.7,,winter
21-12-2006,15.7,8.3,24.7,,winter
22-12-2006,14.1,9.1,22.5,,winter
23-12-2006,13.7,8.2,23.0,,winter
24-12-2006,13.3,6.1,22.3,,winter
25-12-2006,13.9,6.9,23.0,,winter
26-12-2006,13.3,7.4,19.1,,winter
